"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"76";215;"Ærtehelsæd";1685;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";12.25;124;"Spinatfrø";10.25;2;"Vårhvede";83.125;101;"Rajgræsfrø, alm.";113.25;410;"Knoldselleri";39.625;4;"Blanding af vårsåede arter";546.875;547;"Planteskolekulturer, stauder";95.625;150;"Kartofler, lægge- (egen opformering)";42.125;150;"Kartofler, lægge- (egen opformering)";548.875;210;"Vårbyg, helsæd";63.375;16;"Vintertriticale";31.125;424;"Ærter, konsum";61.625;16;"Vintertriticale";102.25;151;"Kartofler, stivelses-";57.25;2;"Vårhvede";123;32;"Sødlupin";94.5;216;"Silomajs";50.75;500;"Buske og træer Planteskoleplanter";65.625;423;"Sukkermajs";638;5;"Majs til modenhed";37.5;15;"Vinterhybridrug";6.875;111;"Svingelfrø, strand-";84.375;31;"Hestebønner";3.375;150;"Kartofler, lægge- (egen opformering)";96.375;111;"Svingelfrø, strand-";57.375;263;"Græs uden kløvergræs (omdrift)";6;432;"Krydderurter (undtagen persille og purløg)";1.25;530;"Vindrue";2.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";21.75;308;"MFO-brak, sommerslåning";1.875;450;"Grøntsager, blandinger";3.125;429;"Jordskokker, konsum";2.75;30;"Ærter";0;30;"Ærter";25.125;15;"Vinterhybridrug";5.5;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";3.5;327;"MFO-bræmme, sommerslåning";0.5;NA;NA;NA;423;"Sukkermajs";0
"71";210;"Vårbyg, helsæd";1519.875;403;"Blomkål";12.25;5;"Majs til modenhed";9.75;101;"Rajgræsfrø, alm.";82.125;215;"Ærtehelsæd";112;404;"Broccoli";39.125;412;"Pastinak";546;263;"Græs uden kløvergræs (omdrift)";89.25;415;"Porre";42;160;"Sukkerroer til fabrik";543.375;173;"Kløver til slæt";62.5;263;"Græs uden kløvergræs (omdrift)";27.625;422;"Spinat";57.375;421;"Savoykål, spidskål";92.5;511;"Græskar";56;403;"Blomkål";117.25;511;"Græskar";90.125;111;"Svingelfrø, strand-";48.75;6;"Vårhvede, brødhvede";65.375;6;"Vårhvede, brødhvede";551.125;404;"Broccoli";37.5;22;"Vinterraps";6.75;120;"Kløverfrø";84.125;400;"Asieagurker";3.25;421;"Savoykål, spidskål";94.875;308;"MFO-brak, sommerslåning";52;424;"Ærter, konsum";5.875;263;"Græs uden kløvergræs (omdrift)";1;216;"Silomajs";1.875;251;"Permanent græs, lavt udbytte";1.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";18.625;212;"Vårhavre, helsæd";1.75;522;"Blomme uden undervækst af græs";3.125;257;"Permanent græs, uden kløver";2.625;NA;NA;NA;701;"Grønkorn af vårbyg";24;160;"Sukkerroer til fabrik";5.5;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";3.375;513;"Jordbær";0.5;NA;NA;NA;545;"Potteplanter";0
"34";102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";1509.875;263;"Græs uden kløvergræs (omdrift)";11.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";9.125;152;"Kartofler, spise-";81.25;113;"Engrapsgræsfrø (plænetype)";111.625;408;"Hvidkål";38.25;210;"Vårbyg, helsæd";530.375;5;"Majs til modenhed";87.75;120;"Kløverfrø";39.875;417;"Rødbede";517;404;"Broccoli";54.875;173;"Kløver til slæt";26;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";47.375;151;"Kartofler, stivelses-";85.875;450;"Grøntsager, blandinger";53.125;408;"Hvidkål";110.25;422;"Spinat";89.75;252;"Permanent græs, normalt udbytte";48;124;"Spinatfrø";64.875;31;"Hestebønner";505.125;10;"Vinterbyg";37.125;405;"Courgette, squash";6.625;421;"Savoykål, spidskål";76.875;401;"Asparges";3.25;403;"Blomkål";91.75;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";47.125;411;"Løg";5.75;152;"Kartofler, spise-";0.875;13;"Vinterhvede, brødhvede";1.75;234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";1.125;252;"Permanent græs, normalt udbytte";18.125;10;"Vinterbyg";1.5;533;"Rønnebær";2.875;310;"Brak, sommerslåning";2.625;NA;NA;NA;423;"Sukkermajs";23.5;250;"Permanent græs, meget lavt udbytte";4.5;513;"Jordbær";3.25;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.375;NA;NA;NA;NA;NA;NA
"158";450;"Grøntsager, blandinger";1387.25;308;"MFO-brak, sommerslåning";11.75;583;"Juletræer og pyntegrønt på landbrugsjord";9;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";79.25;210;"Vårbyg, helsæd";108.125;263;"Græs uden kløvergræs (omdrift)";37.75;7;"Korn + bælgsæd under 50% bælgsæd";520.25;150;"Kartofler, lægge- (egen opformering)";87.625;420;"Salat (friland)";36;423;"Sukkermajs";481;150;"Kartofler, lægge- (egen opformering)";50.375;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";21.875;101;"Rajgræsfrø, alm.";46.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";85.625;500;"Buske og træer Planteskoleplanter";41.25;31;"Hestebønner";86.25;407;"Gulerod";87.625;408;"Hvidkål";44.875;408;"Hvidkål";54.625;16;"Vintertriticale";412.5;4;"Blanding af vårsåede arter";36;407;"Gulerod";6.125;10;"Vinterbyg";75.5;408;"Hvidkål";2.625;417;"Rødbede";89.625;263;"Græs uden kløvergræs (omdrift)";38.375;13;"Vinterhvede, brødhvede";5.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.875;251;"Permanent græs, lavt udbytte";1.75;216;"Silomajs";0.875;15;"Vinterhybridrug";18;503;"En- og to-årige planter";1.5;3;"Vårhavre";2.625;54;"Bælgsæd blanding";2.5;NA;NA;NA;101;"Rajgræsfrø, alm.";21.375;509;"Trækvæde";4.375;528;"Æbler";3.125;520;"Surkirsebær uden undervækst af græs";0.375;NA;NA;NA;NA;NA;NA
"4";4;"Blanding af vårsåede arter";1325.125;150;"Kartofler, lægge- (egen opformering)";11.375;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";8.875;5;"Majs til modenhed";73;424;"Ærter, konsum";107.25;101;"Rajgræsfrø, alm.";37.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";459.5;418;"Rødkål";87;432;"Krydderurter (undtagen persille og purløg)";34.75;30;"Ærter";476.625;701;"Grønkorn af vårbyg";45.5;56;"Vårtriticale";20;210;"Vårbyg, helsæd";45.875;408;"Hvidkål";84.25;420;"Salat (friland)";38.5;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";74.25;150;"Kartofler, lægge- (egen opformering)";86;410;"Knoldselleri";36.75;153;"Kartofler, andre";54;17;"Blanding af efterårssåede arter";397.625;417;"Rødbede";33.375;408;"Hvidkål";5.875;215;"Ærtehelsæd";61.25;210;"Vårbyg, helsæd";2.25;400;"Asieagurker";75.5;519;"Blåbær";37.25;251;"Permanent græs, lavt udbytte";5.375;15;"Vinterhybridrug";0.75;36;"Bælgsæd, andre typer til modenhed blanding";1.5;261;"Kløvergræs, over 50% kløver (omdrift)";0.875;21;"Vårraps";17.75;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1.125;539;"Blandet frugt";2.625;532;"Anden buskfrugt";2.375;NA;NA;NA;500;"Buske og træer Planteskoleplanter";20.875;16;"Vintertriticale";4.125;518;"Hindbær";2.75;524;"Sødkirsebær uden undervækst af græs";0.375;NA;NA;NA;NA;NA;NA
"143";417;"Rødbede";1323;424;"Ærter, konsum";11.375;531;"Anden træfrugt";7;124;"Spinatfrø";54.875;421;"Savoykål, spidskål";91;261;"Kløvergræs, over 50% kløver (omdrift)";33.5;418;"Rødkål";411.75;101;"Rajgræsfrø, alm.";83;6;"Vårhvede, brødhvede";31.25;418;"Rødkål";428.125;280;"Fodersukkerroer";34.625;308;"MFO-brak, sommerslåning";19.875;113;"Engrapsgræsfrø (plænetype)";45.375;101;"Rajgræsfrø, alm.";82.5;400;"Asieagurker";35.375;409;"Kinakål";71.75;2;"Vårhvede";83.5;173;"Kløver til slæt";35.75;150;"Kartofler, lægge- (egen opformering)";49.125;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";385.5;120;"Kløverfrø";27.5;31;"Hestebønner";5.5;408;"Hvidkål";56.5;420;"Salat (friland)";2.25;160;"Sukkerroer til fabrik";75.125;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";36.625;31;"Hestebønner";5.25;308;"MFO-brak, sommerslåning";0.625;423;"Sukkermajs";1.5;528;"Æbler";0.875;7;"Korn + bælgsæd under 50% bælgsæd";16.375;3;"Vårhavre";1;526;"Hyld";2;30;"Ærter";2.25;NA;NA;NA;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";20.75;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";4;520;"Surkirsebær uden undervækst af græs";2.5;108;"Rødsvingelfrø";0.25;NA;NA;NA;NA;NA;NA
"80";230;"Blanding af vårkorn, grønkorn";1273.875;36;"Bælgsæd, andre typer til modenhed blanding";10.5;511;"Græskar";6.875;418;"Rødkål";53.5;4;"Blanding af vårsåede arter";87.125;31;"Hestebønner";31.25;420;"Salat (friland)";374.375;417;"Rødbede";75.25;31;"Hestebønner";31.125;410;"Knoldselleri";404.125;215;"Ærtehelsæd";34.375;210;"Vårbyg, helsæd";19;7;"Korn + bælgsæd under 50% bælgsæd";43.75;17;"Blanding af efterårssåede arter";81.5;210;"Vårbyg, helsæd";34.875;252;"Permanent græs, normalt udbytte";63.125;210;"Vårbyg, helsæd";79.125;261;"Kløvergræs, over 50% kløver (omdrift)";34.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";48.5;4;"Blanding af vårsåede arter";343.875;270;"Græs til udegrise, omdrift";26.75;434;"Grøntsager, andre (friland)";5.375;7;"Korn + bælgsæd under 50% bælgsæd";52.75;4;"Blanding af vårsåede arter";2;124;"Spinatfrø";75;504;"Solbær, stiklingeopformering";35.875;516;"Stikkelsbær";4.875;520;"Surkirsebær uden undervækst af græs";0.5;10;"Vinterbyg";1.25;401;"Asparges";0.75;110;"Svingelfrø, stivbladet";13;532;"Anden buskfrugt";1;6;"Vårhvede, brødhvede";1.875;489;"Havtorn";2.25;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";20.5;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";3.75;4;"Blanding af vårsåede arter";2.375;160;"Sukkerroer til fabrik";0.25;NA;NA;NA;NA;NA;NA
"40";108;"Rødsvingelfrø";1265.875;667;"Timianfrø";8.5;160;"Sukkerroer til fabrik";6.625;30;"Ærter";51.75;153;"Kartofler, andre";82;417;"Rødbede";28.875;108;"Rødsvingelfrø";366.125;124;"Spinatfrø";73.5;16;"Vintertriticale";30.5;408;"Hvidkål";363.125;415;"Porre";33.125;410;"Knoldselleri";18.5;263;"Græs uden kløvergræs (omdrift)";42.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";80.875;111;"Svingelfrø, strand-";34;101;"Rajgræsfrø, alm.";59.5;417;"Rødbede";72.75;30;"Ærter";34.125;215;"Ærtehelsæd";46.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";337.75;252;"Permanent græs, normalt udbytte";24.75;30;"Ærter";5.25;308;"MFO-brak, sommerslåning";50.125;5;"Majs til modenhed";2;5;"Majs til modenhed";69.625;424;"Ærter, konsum";35.5;250;"Permanent græs, meget lavt udbytte";4.75;10;"Vinterbyg";0.375;14;"Vinterrug";1;15;"Vinterhybridrug";0.5;13;"Vinterhvede, brødhvede";12.125;160;"Sukkerroer til fabrik";0.75;13;"Vinterhvede, brødhvede";1.875;255;"Permanent græs, under 50% kløver/lucerne";2.125;NA;NA;NA;2;"Vårhvede";17.75;583;"Juletræer og pyntegrønt på landbrugsjord";2.75;257;"Permanent græs, uden kløver";2.125;310;"Brak, sommerslåning";0.125;NA;NA;NA;NA;NA;NA
"75";214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";1212.625;401;"Asparges";7.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";6.5;423;"Sukkermajs";42.875;418;"Rødkål";70.875;407;"Gulerod";27.75;403;"Blomkål";357.875;30;"Ærter";71;308;"MFO-brak, sommerslåning";29.25;210;"Vårbyg, helsæd";355;308;"MFO-brak, sommerslåning";31.5;280;"Fodersukkerroer";17.875;410;"Knoldselleri";40.375;153;"Kartofler, andre";66.75;13;"Vinterhvede, brødhvede";31.25;210;"Vårbyg, helsæd";59.5;500;"Buske og træer Planteskoleplanter";70.125;424;"Ærter, konsum";32;401;"Asparges";44.25;7;"Korn + bælgsæd under 50% bælgsæd";326.25;230;"Blanding af vårkorn, grønkorn";24.625;410;"Knoldselleri";5.25;404;"Broccoli";49.875;407;"Gulerod";2;108;"Rødsvingelfrø";67.375;31;"Hestebønner";34.25;111;"Svingelfrø, strand-";4.125;450;"Grøntsager, blandinger";0.375;30;"Ærter";0.875;4;"Blanding af vårsåede arter";0.375;539;"Blandet frugt";11.75;518;"Hindbær";0.75;343;"MFO-bestøverbrak";1.75;256;"Permanent kløvergræs, over 50% kløver/lucerne";2.125;NA;NA;NA;308;"MFO-brak, sommerslåning";17.125;5;"Majs til modenhed";2.625;324;"Blomsterbrak";2.125;13;"Vinterhvede, brødhvede";0;NA;NA;NA;NA;NA;NA
"6";6;"Vårhvede, brødhvede";1191.375;515;"Ribs";7.5;400;"Asieagurker";6.5;4;"Blanding af vårsåede arter";38.5;402;"Bladselleri";58.25;416;"Rosenkål";27.125;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";352.75;210;"Vårbyg, helsæd";67.125;406;"Grønkål";27.625;415;"Porre";314.5;406;"Grønkål";29.5;6;"Vårhvede, brødhvede";17.25;434;"Grøntsager, andre (friland)";37.125;4;"Blanding af vårsåede arter";56.25;514;"Solbær";30;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";56.75;410;"Knoldselleri";63.5;404;"Broccoli";31.625;405;"Courgette, squash";44.125;110;"Svingelfrø, stivbladet";275.25;150;"Kartofler, lægge- (egen opformering)";23.75;308;"MFO-brak, sommerslåning";5;402;"Bladselleri";46.5;406;"Grønkål";1.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";63.375;150;"Kartofler, lægge- (egen opformering)";31;513;"Jordbær";3.625;210;"Vårbyg, helsæd";0.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.875;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.375;593;"Poppel (0-100 andre træer pr. ha)";11.5;519;"Blåbær";0.75;518;"Hindbær";1.75;31;"Hestebønner";1.375;NA;NA;NA;31;"Hestebønner";16.125;532;"Anden buskfrugt";2.25;401;"Asparges";2;124;"Spinatfrø";0;NA;NA;NA;NA;NA;NA
"52";124;"Spinatfrø";1044.25;153;"Kartofler, andre";7.25;410;"Knoldselleri";6.375;660;"Persillefrø";37;56;"Vårtriticale";56.375;412;"Pastinak";25.625;404;"Broccoli";344.125;31;"Hestebønner";65.375;173;"Kløver til slæt";27.5;514;"Solbær";289;408;"Hvidkål";24.125;32;"Sødlupin";11.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";34.75;6;"Vårhvede, brødhvede";54.875;32;"Sødlupin";28;7;"Korn + bælgsæd under 50% bælgsæd";56.125;418;"Rødkål";57.5;263;"Græs uden kløvergræs (omdrift)";31.125;420;"Salat (friland)";43.125;408;"Hvidkål";243.25;7;"Korn + bælgsæd under 50% bælgsæd";22.5;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";4.625;403;"Blomkål";45.125;418;"Rødkål";1.875;101;"Rajgræsfrø, alm.";61.25;124;"Spinatfrø";30.5;5;"Majs til modenhed";3.25;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.25;5;"Majs til modenhed";0.75;310;"Brak, sommerslåning";0.375;171;"Lucerne, slæt";10.625;547;"Planteskolekulturer, stauder";0.75;400;"Asieagurker";1.625;5;"Majs til modenhed";1.25;NA;NA;NA;181;"Anden oliefrøart";15.75;7;"Korn + bælgsæd under 50% bælgsæd";2;308;"MFO-brak, sommerslåning";1.875;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";0;NA;NA;NA;NA;NA;NA
"106";280;"Fodersukkerroer";1001.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";7.25;210;"Vårbyg, helsæd";6;497;"Planteskolekulturer, vedplanter, til videresalg";36.375;32;"Sødlupin";53.25;511;"Græskar";24.75;120;"Kløverfrø";318.625;404;"Broccoli";59.75;7;"Korn + bælgsæd under 50% bælgsæd";25.25;7;"Korn + bælgsæd under 50% bælgsæd";285.625;56;"Vårtriticale";21.625;408;"Hvidkål";11.625;112;"Engrapgræsfrø (marktype)";32.75;124;"Spinatfrø";54;101;"Rajgræsfrø, alm.";22.75;308;"MFO-brak, sommerslåning";50.75;402;"Bladselleri";57;113;"Engrapsgræsfrø (plænetype)";26.75;252;"Permanent græs, normalt udbytte";41.375;21;"Vårraps";236.625;30;"Ærter";21.5;121;"Bælgplanter, frø";4;410;"Knoldselleri";43.25;402;"Bladselleri";1.625;405;"Courgette, squash";58.875;310;"Brak, sommerslåning";29.75;539;"Blandet frugt";2.75;403;"Blomkål";0.25;252;"Permanent græs, normalt udbytte";0.75;432;"Krydderurter (undtagen persille og purløg)";0.375;31;"Hestebønner";9.625;511;"Græskar";0.625;401;"Asparges";1.5;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";1.25;NA;NA;NA;524;"Sødkirsebær uden undervækst af græs";15.75;265;"Græs/kløvergræs slæt før vårsåede afgrøder";2;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.625;325;"MFO-Blomsterbrak";0;NA;NA;NA;NA;NA;NA
"144";418;"Rødkål";946.375;310;"Brak, sommerslåning";6;2;"Vårhvede";5.875;547;"Planteskolekulturer, stauder";35.25;429;"Jordskokker, konsum";53.25;36;"Bælgsæd, andre typer til modenhed blanding";24.25;413;"Rodpersille";301.375;511;"Græskar";59.5;15;"Vinterhybridrug";25.25;215;"Ærtehelsæd";280.125;450;"Grøntsager, blandinger";21.125;215;"Ærtehelsæd";11.125;151;"Kartofler, stivelses-";30.625;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";50.125;215;"Ærtehelsæd";22.375;261;"Kløvergræs, over 50% kløver (omdrift)";49.75;124;"Spinatfrø";50.125;106;"Hundegræsfrø";26.625;13;"Vinterhvede, brødhvede";38.5;263;"Græs uden kløvergræs (omdrift)";230.75;281;"Kålroer";20.5;660;"Persillefrø";4;252;"Permanent græs, normalt udbytte";39.25;410;"Knoldselleri";1.625;520;"Surkirsebær uden undervækst af græs";53.375;532;"Anden buskfrugt";28.375;101;"Rajgræsfrø, alm.";2.5;424;"Ærter, konsum";0.25;263;"Græs uden kløvergræs (omdrift)";0.75;522;"Blomme uden undervækst af græs";0.25;530;"Vindrue";9.375;14;"Vinterrug";0.5;527;"Hassel";1.5;434;"Grøntsager, andre (friland)";0.875;NA;NA;NA;108;"Rødsvingelfrø";15.5;182;"Blanding af oliearter";1.625;24;"Solsikke";1.25;514;"Solbær";0;NA;NA;NA;NA;NA;NA
"149";424;"Ærter, konsum";902;252;"Permanent græs, normalt udbytte";4.625;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";4.75;511;"Græskar";34.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";51;430;"Bladpersille";23.125;263;"Græs uden kløvergræs (omdrift)";273.625;120;"Kløverfrø";57.375;407;"Gulerod";24.5;403;"Blomkål";232.875;513;"Jordbær";19.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";11;252;"Permanent græs, normalt udbytte";30;416;"Rosenkål";46.625;31;"Hestebønner";20.125;30;"Ærter";41.75;263;"Græs uden kløvergræs (omdrift)";46.5;650;"Chrysanthemum Garland, frø";23.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";32.875;149;"Kartofler, lægge- (certificerede)";230.625;513;"Jordbær";19.375;173;"Kløver til slæt";3.875;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";38.5;434;"Grøntsager, andre (friland)";1.5;210;"Vårbyg, helsæd";51.375;401;"Asparges";26.5;261;"Kløvergræs, over 50% kløver (omdrift)";1.5;14;"Vinterrug";0.125;310;"Brak, sommerslåning";0.75;5;"Majs til modenhed";0.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";8.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.5;531;"Anden træfrugt";1.25;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.75;NA;NA;NA;497;"Planteskolekulturer, vedplanter, til videresalg";13.625;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.625;536;"Spisedruer";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"112";308;"MFO-brak, sommerslåning";876.875;412;"Pastinak";4.625;547;"Planteskolekulturer, stauder";4.25;263;"Græs uden kløvergræs (omdrift)";30;230;"Blanding af vårkorn, grønkorn";49;153;"Kartofler, andre";22.375;429;"Jordskokker, konsum";272.75;110;"Svingelfrø, stivbladet";56.875;424;"Ærter, konsum";24.5;120;"Kløverfrø";231.75;6;"Vårhvede, brødhvede";19.125;310;"Brak, sommerslåning";10.625;412;"Pastinak";29.875;120;"Kløverfrø";44.125;120;"Kløverfrø";17.75;513;"Jordbær";41.5;151;"Kartofler, stivelses-";42.75;403;"Blomkål";21.5;112;"Engrapgræsfrø (marktype)";31.5;107;"Engsvingelfrø";220;511;"Græskar";17.125;120;"Kløverfrø";3.625;418;"Rødkål";38.25;160;"Sukkerroer til fabrik";1.25;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";48;153;"Kartofler, andre";25.875;489;"Havtorn";1.5;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";0;403;"Blomkål";0.75;101;"Rajgræsfrø, alm.";0.125;308;"MFO-brak, sommerslåning";7.75;423;"Sukkermajs";0.5;170;"Græs til fabrik (omdrift)";1.125;261;"Kløvergræs, over 50% kløver (omdrift)";0.75;NA;NA;NA;547;"Planteskolekulturer, stauder";13.625;308;"MFO-brak, sommerslåning";1.5;152;"Kartofler, spise-";1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"55";149;"Kartofler, lægge- (certificerede)";776;16;"Vintertriticale";4.5;150;"Kartofler, lægge- (egen opformering)";3.75;171;"Lucerne, slæt";28;412;"Pastinak";45.875;513;"Jordbær";21.5;111;"Svingelfrø, strand-";267;422;"Spinat";52.5;656;"Bladbedefrø, rødbedefrø";24.5;32;"Sødlupin";229.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";18.875;281;"Kålroer";10.5;111;"Svingelfrø, strand-";28.75;215;"Ærtehelsæd";40.625;263;"Græs uden kløvergræs (omdrift)";17.25;104;"Rajgræsfrø, ital. 1. år efterårsudlagt";39.25;30;"Ærter";39;432;"Krydderurter (undtagen persille og purløg)";21.25;263;"Græs uden kløvergræs (omdrift)";31;403;"Blomkål";218.25;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";16.5;280;"Fodersukkerroer";3.125;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";37.75;664;"Skorzonerrod/skorzonerrodfrø";1.25;407;"Gulerod";47.75;103;"Rajgræsfrø, ital.";25;529;"Pærer";1.375;NA;NA;NA;16;"Vintertriticale";0.625;151;"Kartofler, stivelses-";0.125;251;"Permanent græs, lavt udbytte";7.5;514;"Solbær";0.5;30;"Ærter";1;524;"Sødkirsebær uden undervækst af græs";0.75;NA;NA;NA;424;"Ærter, konsum";12.625;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";1.25;42;"Hamp";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
