Tablepotatoes.code;Tablepotatoes.name;Tablepotatoes.mean;Tablepotatoes.perc;Gherkin.code;Gherkin.name;Gherkin.mean;Gherkin.perc;Aspargus.code;Aspargus.name;Aspargus.mean;Aspargus.perc;Cauliflower.code;Cauliflower.name;Cauliflower.mean;Cauliflower.perc;Broccoli.code;Broccoli.name;Broccoli.mean;Broccoli.perc;Kale.code;Kale.name;Kale.mean;Kale.perc;Carrot.code;Carrot.name;Carrot.mean;Carrot.perc;Whitecabbage.code;Whitecabbage.name;Whitecabbage.mean;Whitecabbage.perc;Celeriac.code;Celeriac.name;Celeriac.mean;Celeriac.perc;Onions.code;Onions.name;Onions.mean;Onions.perc;Parsnip.code;Parsnip.name;Parsnip.mean;Parsnip.perc;Rootparsley.code;Rootparsley.name;Rootparsley.mean;Rootparsley.perc;Leek.code;Leek.name;Leek.mean;Leek.perc;Beet.code;Beet.name;Beet.mean;Beet.perc;Redcabbage.code;Redcabbage.name;Redcabbage.mean;Redcabbage.perc;Lettuce.code;Lettuce.name;Lettuce.mean;Lettuce.perc;Savoycabbage.pointedcabbage.code;Savoycabbage.pointedcabbage.name;Savoycabbage.pointedcabbage.mean;Savoycabbage.pointedcabbage.perc;Spinach.code;Spinach.name;Spinach.mean;Spinach.perc;Sweetcorn.code;Sweetcorn.name;Sweetcorn.mean;Sweetcorn.perc;Peas.code;Peas.name;Peas.mean;Peas.perc;Jerusalemartichoke.code;Jerusalemartichoke.name;Jerusalemartichoke.mean;Jerusalemartichoke.perc;Leafparsley.code;Leafparsley.name;Leafparsley.mean;Leafparsley.perc;Pumpkin.code;Pumpkin.name;Pumpkin.mean;Pumpkin.perc;Rhubarb.code;Rhubarb.name;Rhubarb.mean;Rhubarb.perc;Strawberry.code;Strawberry.name;Strawberry.mean;Strawberry.perc;Blackcurrant.code;Blackcurrant.name;Blackcurrant.mean;Blackcurrant.perc;Redcurrant.code;Redcurrant.name;Redcurrant.mean;Redcurrant.perc;Gooseberry.code;Gooseberry.name;Gooseberry.mean;Gooseberry.perc;Raspberry.code;Raspberry.name;Raspberry.mean;Raspberry.perc;Blueberry.code;Blueberry.name;Blueberry.mean;Blueberry.perc;Sourcherry.code;Sourcherry.name;Sourcherry.mean;Sourcherry.perc;Plum.code;Plum.name;Plum.mean;Plum.perc;Sweetcherry.code;Sweetcherry.name;Sweetcherry.mean;Sweetcherry.perc;Elder.code;Elder.name;Elder.mean;Elder.perc;Hazel.code;Hazel.name;Hazel.mean;Hazel.perc;Apple.code;Apple.name;Apple.mean;Apple.perc;Pear.code;Pear.name;Pear.mean;Pear.perc;Winegrape.code;Winegrape.name;Winegrape.mean;Winegrape.perc;Rosehip.code;Rosehip.name;Rosehip.mean;Rosehip.perc;Tomato.code;Tomato.name;Tomato.mean;Tomato.perc;Cucumber.code;Cucumber.name;Cucumber.mean;Cucumber.perc;
205;501;Stauder;2.8E-05;0.0;532;Anden buskfrugt;2.78E-07;0;409;Kinakål;7.39E-07;0;522;Blomme uden undervækst af græs;8.92E-07;0;668;Blomsterfrø;1.14E-06;0;269;Græs, rullegræs;3.57E-07;0;409;Kinakål;8.58E-06;0;532;Anden buskfrugt;1.33E-06;0;174;Kløvergræs til fabrik;1.22E-07;0;213;Blandkorn, vårsået, helsæd;3.91E-06;0;36;Bælgsæd, andre typer til modenhed blanding;5.62E-07;0;259;Permanent græs, fabrik, over 6 tons;4.30E-07;0;256;Permanent kløvergræs, over 50% kløver/lucerne;5.97E-07;0;519;Blåbær;1.07E-06;0;36;Bælgsæd, andre typer til modenhed blanding;6.38E-07;0;42;Hamp;1.53E-06;0;107;Engsvingelfrø;3.76E-07;0;105;Timothefrø;2.12E-07;0;40;Oliehør;1.56E-06;0;432;Krydderurter (undtagen persille og purløg);8.72E-06;0.000735496;545;Potteplanter;5.52E-07;0;539;Blandet frugt;5.96E-07;0;596;Elefantgræs;1.14E-06;0;404;Broccoli;1.99E-07;0;656;Bladbedefrø, rødbedefrø;9.32E-06;0;406;Grønkål;7.29E-06;0;422;Spinat;5.00E-07;0;213;Blandkorn, vårsået, helsæd;6.50E-08;0;36;Bælgsæd, andre typer til modenhed blanding;4.29E-07;0;652;Kinesisk kålfrø;1.62E-06;0;259;Permanent græs, fabrik, over 6 tons;1.63E-05;0;121;Bælgplanter, frø;6.76E-07;0;409;Kinakål;2.52E-06;0;516;Stikkelsbær;9.24E-08;0;401;Asparges;2.04E-07;0;545;Potteplanter;1.81E-05;0;259;Permanent græs, fabrik, over 6 tons;3.68E-06;0;32;Sødlupin;2.11E-06;0;42;Hamp;2.80E-07;0;402;Bladselleri;3.70E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;6.31E-07;0
274;664;Skorzonerrod/skorzonerrodfrø;2.8E-05;0.0;539;Blandet frugt;2.78E-07;0;402;Bladselleri;7.39E-07;0;656;Bladbedefrø, rødbedefrø;8.92E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.14E-06;0;116;Rajgræs, hybrid;3.57E-07;0;512;Rabarber;8.58E-06;0;539;Blandet frugt;1.33E-06;0;180;Gul sennep;1.22E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);3.91E-06;0;220;Vinterbyg, helsæd;5.62E-07;0;668;Blomsterfrø;4.30E-07;0;269;Græs, rullegræs;5.97E-07;0;409;Kinakål;1.07E-06;0;259;Permanent græs, fabrik, over 6 tons;6.38E-07;0;269;Græs, rullegræs;1.53E-06;0;221;Vinterhvede, helsæd;3.76E-07;0;221;Vinterhvede, helsæd;2.12E-07;0;656;Bladbedefrø, rødbedefrø;1.56E-06;0;409;Kinakål;8.72E-06;0;409;Kinakål;5.52E-07;0;532;Anden buskfrugt;5.96E-07;0;519;Blåbær;1.14E-06;0;417;Rødbede;1.99E-07;0;40;Oliehør;9.32E-06;0;211;Vårhvede, helsæd;7.29E-06;0;666;Purløgsfrø;5.00E-07;0;418;Rødkål;6.50E-08;0;121;Bælgplanter, frø;4.29E-07;0;515;Ribs;1.62E-06;0;220;Vinterbyg, helsæd;1.63E-05;0;36;Bælgsæd, andre typer til modenhed blanding;6.76E-07;0;402;Bladselleri;2.52E-06;0;527;Hassel;9.24E-08;0;317;Vådområder med udtagning;2.04E-07;0;409;Kinakål;1.81E-05;0;220;Vinterbyg, helsæd;3.68E-06;0;529;Pærer;2.11E-06;0;180;Gul sennep;2.80E-07;0;532;Anden buskfrugt;3.70E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);6.31E-07;0
81;211;Vårhvede, helsæd;2.8E-05;0.0;121;Bælgplanter, frø;2.78E-07;0;539;Blandet frugt;7.39E-07;0;539;Blandet frugt;8.92E-07;0;660;Persillefrø;1.14E-06;0;107;Engsvingelfrø;3.57E-07;0;539;Blandet frugt;8.58E-06;0;259;Permanent græs, fabrik, over 6 tons;1.33E-06;0;213;Blandkorn, vårsået, helsæd;1.22E-07;0;401;Asparges;3.91E-06;0.001634307;259;Permanent græs, fabrik, over 6 tons;5.62E-07;0;660;Persillefrø;4.30E-07;0;42;Hamp;5.97E-07;0;121;Bælgplanter, frø;1.07E-06;0;220;Vinterbyg, helsæd;6.38E-07;0;652;Kinesisk kålfrø;1.53E-06;0;116;Rajgræs, hybrid;3.76E-07;0;423;Sukkermajs;2.12E-07;0;409;Kinakål;1.56E-06;0;402;Bladselleri;8.72E-06;0;121;Bælgplanter, frø;5.52E-07;0;121;Bælgplanter, frø;5.96E-07;0;656;Bladbedefrø, rødbedefrø;1.14E-06;0;269;Græs, rullegræs;1.99E-07;0;522;Blomme uden undervækst af græs;9.32E-06;0;502;Blomsterløg;7.29E-06;0;534;Hyben;5.00E-07;0;170;Græs til fabrik (omdrift);6.50E-08;0;259;Permanent græs, fabrik, over 6 tons;4.29E-07;0;421;Savoykål, spidskål;1.62E-06;0;512;Rabarber;1.63E-05;0;668;Blomsterfrø;6.76E-07;0;539;Blandet frugt;2.52E-06;0;656;Bladbedefrø, rødbedefrø;9.24E-08;0;650;Chrysanthemum Garland, frø;2.04E-07;0;402;Bladselleri;1.81E-05;0;668;Blomsterfrø;3.68E-06;0;503;En- og to-årige planter;2.11E-06;0;262;Lucernegræs, over 50% lucerne (omdrift);2.80E-07;0;36;Bælgsæd, andre typer til modenhed blanding;3.70E-07;0;412;Pastinak;6.31E-07;0
52;114;Rapgræsfrø, alm.;2.8E-05;0.0;220;Vinterbyg, helsæd;2.78E-07;0;668;Blomsterfrø;7.39E-07;0;532;Anden buskfrugt;8.92E-07;0;121;Bælgplanter, frø;1.14E-06;0;32;Sødlupin;3.57E-07;0;545;Potteplanter;8.58E-06;0;220;Vinterbyg, helsæd;1.33E-06;0;262;Lucernegræs, over 50% lucerne (omdrift);1.22E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;3.91E-06;0;512;Rabarber;5.62E-07;0;667;Timianfrø;4.30E-07;0;173;Kløver til slæt;5.97E-07;0;539;Blandet frugt;1.07E-06;0;660;Persillefrø;6.38E-07;0;515;Ribs;1.53E-06;0;32;Sødlupin;3.76E-07;0;403;Blomkål;2.12E-07;0;402;Bladselleri;1.56E-06;0;512;Rabarber;8.72E-06;0;532;Anden buskfrugt;5.52E-07;0;512;Rabarber;5.96E-07;0;522;Blomme uden undervækst af græs;1.14E-06;0;529;Pærer;1.99E-07;0;409;Kinakål;9.32E-06;0;653;Karsefrø;7.29E-06;0;317;Vådområder med udtagning;5.00E-07;0;180;Gul sennep;6.50E-08;0;220;Vinterbyg, helsæd;4.29E-07;0;511;Græskar;1.62E-06;0;667;Timianfrø;1.63E-05;0;220;Vinterbyg, helsæd;6.76E-07;0;668;Blomsterfrø;2.52E-06;0;279;Permanent kløvergræs til fabrik;9.24E-08;0;534;Hyben;2.04E-07;0;121;Bælgplanter, frø;1.81E-05;0;660;Persillefrø;3.68E-06;0;652;Kinesisk kålfrø;2.11E-06;0;511;Græskar;2.80E-07;0;512;Rabarber;3.70E-07;0;422;Spinat;6.31E-07;0
171;409;Kinakål;2.8E-05;0.0;668;Blomsterfrø;2.78E-07;0;532;Anden buskfrugt;7.39E-07;0;668;Blomsterfrø;8.92E-07;0;259;Permanent græs, fabrik, over 6 tons;1.14E-06;0;221;Vinterhvede, helsæd;3.57E-07;0;532;Anden buskfrugt;8.58E-06;0;668;Blomsterfrø;1.33E-06;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;1.22E-07;0;117;Rajgræs, efterårsudl. hybrid;3.91E-06;0;668;Blomsterfrø;5.62E-07;0;516;Stikkelsbær;4.30E-07;0;652;Kinesisk kålfrø;5.97E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.07E-06;0;516;Stikkelsbær;6.38E-07;0;170;Græs til fabrik (omdrift);1.53E-06;0;529;Pærer;3.76E-07;0;116;Rajgræs, hybrid;2.12E-07;0;512;Rabarber;1.56E-06;0;532;Anden buskfrugt;8.72E-06;0;36;Bælgsæd, andre typer til modenhed blanding;5.52E-07;0;259;Permanent græs, fabrik, over 6 tons;5.96E-07;0;512;Rabarber;1.14E-06;0;503;En- og to-årige planter;1.99E-07;0;402;Bladselleri;9.32E-06;0;655;Radisefrø (inklusiv olieræddikefrø);7.29E-06;0;900;Øvrige afgrøder;5.00E-07;0;412;Pastinak;6.50E-08;0;668;Blomsterfrø;4.29E-07;0;418;Rødkål;1.62E-06;0;502;Blomsterløg;1.63E-05;0;259;Permanent græs, fabrik, over 6 tons;6.76E-07;0;121;Bælgplanter, frø;2.52E-06;0;220;Vinterbyg, helsæd;9.24E-08;0;117;Rajgræs, efterårsudl. hybrid;2.04E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.81E-05;0;516;Stikkelsbær;3.68E-06;0;408;Hvidkål;2.11E-06;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;2.80E-07;0;259;Permanent græs, fabrik, over 6 tons;3.70E-07;0;666;Purløgsfrø;6.31E-07;0
269;659;Kålfrø (hvid- og rødkål);2.8E-05;0.0;660;Persillefrø;2.78E-07;0;660;Persillefrø;7.39E-07;0;545;Potteplanter;8.92E-07;0;220;Vinterbyg, helsæd;1.14E-06;0;529;Pærer;3.57E-07;0;668;Blomsterfrø;8.58E-06;0;660;Persillefrø;1.33E-06;0;117;Rajgræs, efterårsudl. hybrid;1.22E-07;0;666;Purløgsfrø;3.91E-06;0;660;Persillefrø;5.62E-07;0;405;Courgette, squash;4.30E-07;0;515;Ribs;5.97E-07;0;532;Anden buskfrugt;1.07E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;6.38E-07;0;174;Kløvergræs til fabrik;1.53E-06;0;503;En- og to-årige planter;3.76E-07;0;417;Rødbede;2.12E-07;0;539;Blandet frugt;1.56E-06;0;539;Blandet frugt;8.72E-06;0.000386041;512;Rabarber;5.52E-07;0;220;Vinterbyg, helsæd;5.96E-07;0;409;Kinakål;1.14E-06;0;32;Sødlupin;1.99E-07;0;539;Blandet frugt;9.32E-06;0;667;Timianfrø;7.29E-06;0;117;Rajgræs, efterårsudl. hybrid;5.00E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;6.50E-08;0;660;Persillefrø;4.29E-07;0;213;Blandkorn, vårsået, helsæd;1.62E-06;0;668;Blomsterfrø;1.63E-05;0;660;Persillefrø;6.76E-07;0;660;Persillefrø;2.52E-06;0;448;Medicinpl., en- og toårige;9.24E-08;0;115;Hvenefrø, alm. og krybende;2.04E-07;0;220;Vinterbyg, helsæd;1.81E-05;0;667;Timianfrø;3.68E-06;0;421;Savoykål, spidskål;2.11E-06;0;412;Pastinak;2.80E-07;0;121;Bælgplanter, frø;3.70E-07;0;401;Asparges;6.31E-07;0
253;596;Elefantgræs;2.8E-05;0.0;502;Blomsterløg;2.78E-07;0;121;Bælgplanter, frø;7.39E-07;0;36;Bælgsæd, andre typer til modenhed blanding;8.92E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;1.14E-06;0;547;Planteskolekulturer, stauder;3.57E-07;0;121;Bælgplanter, frø;8.58E-06;0;667;Timianfrø;1.33E-06;0;317;Vådområder med udtagning;1.22E-07;0;317;Vådområder med udtagning;3.91E-06;0;667;Timianfrø;5.62E-07;0;416;Rosenkål;4.30E-07;0;511;Græskar;5.97E-07;0;512;Rabarber;1.07E-06;0;279;Permanent kløvergræs til fabrik;6.38E-07;0;511;Græskar;1.53E-06;0;547;Planteskolekulturer, stauder;3.76E-07;0;256;Permanent kløvergræs, over 50% kløver/lucerne;2.12E-07;0;532;Anden buskfrugt;1.56E-06;0;545;Potteplanter;8.72E-06;0;220;Vinterbyg, helsæd;5.52E-07;0;668;Blomsterfrø;5.96E-07;0;539;Blandet frugt;1.14E-06;0;652;Kinesisk kålfrø;1.99E-07;0;121;Bælgplanter, frø;9.32E-06;0;405;Courgette, squash;7.29E-06;0;650;Chrysanthemum Garland, frø;5.00E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);6.50E-08;0;278;Permanent lucerne og lucernegræs over 50% lucerne;4.29E-07;0;180;Gul sennep;1.62E-06;0;660;Persillefrø;1.63E-05;0;516;Stikkelsbær;6.76E-07;0;545;Potteplanter;2.52E-06;0;582;Pyntegrønt, økologisk jordbrug;9.24E-08;0;900;Øvrige afgrøder;2.04E-07;0;259;Permanent græs, fabrik, over 6 tons;1.81E-05;0;279;Permanent kløvergræs til fabrik;3.68E-06;0;173;Kløver til slæt;2.11E-06;0;421;Savoykål, spidskål;2.80E-07;0;539;Blandet frugt;3.70E-07;0;317;Vådområder med udtagning;6.31E-07;0
224;522;Blomme uden undervækst af græs;2.8E-05;0.0;516;Stikkelsbær;2.78E-07;0;36;Bælgsæd, andre typer til modenhed blanding;7.39E-07;0;121;Bælgplanter, frø;8.92E-07;0;545;Potteplanter;1.14E-06;0;503;En- og to-årige planter;3.57E-07;0;220;Vinterbyg, helsæd;8.58E-06;0;516;Stikkelsbær;1.33E-06;0;534;Hyben;1.22E-07;0;534;Hyben;3.91E-06;0;516;Stikkelsbær;5.62E-07;0;282;Fodermarvkål;4.30E-07;0;170;Græs til fabrik (omdrift);5.97E-07;0;259;Permanent græs, fabrik, over 6 tons;1.07E-06;0;527;Hassel;6.38E-07;0;213;Blandkorn, vårsået, helsæd;1.53E-06;0;652;Kinesisk kålfrø;3.76E-07;0;32;Sødlupin;2.12E-07;0;668;Blomsterfrø;1.56E-06;0;36;Bælgsæd, andre typer til modenhed blanding;8.72E-06;0;259;Permanent græs, fabrik, over 6 tons;5.52E-07;0;660;Persillefrø;5.96E-07;0;668;Blomsterfrø;1.14E-06;0;408;Hvidkål;1.99E-07;0;512;Rabarber;9.32E-06;0;416;Rosenkål;7.29E-06;0;115;Hvenefrø, alm. og krybende;5.00E-07;0;422;Spinat;6.50E-08;0;279;Permanent kløvergræs til fabrik;4.29E-07;0;170;Græs til fabrik (omdrift);1.62E-06;0;405;Courgette, squash;1.63E-05;0;278;Permanent lucerne og lucernegræs over 50% lucerne;6.76E-07;0;259;Permanent græs, fabrik, over 6 tons;2.52E-06;0;430;Bladpersille;9.24E-08;0;429;Jordskokker, konsum;2.04E-07;0;668;Blomsterfrø;1.81E-05;0;278;Permanent lucerne og lucernegræs over 50% lucerne;3.68E-06;0;511;Græskar;2.11E-06;0;418;Rødkål;2.80E-07;0;668;Blomsterfrø;3.70E-07;0;534;Hyben;6.31E-07;0
240;541;Agurker;2.8E-05;0.0;24;Solsikke;2.78E-07;0;220;Vinterbyg, helsæd;7.39E-07;0;259;Permanent græs, fabrik, over 6 tons;8.92E-07;0;516;Stikkelsbær;1.14E-06;0;515;Ribs;3.57E-07;0;259;Permanent græs, fabrik, over 6 tons;8.58E-06;0;279;Permanent kløvergræs til fabrik;1.33E-06;0;401;Asparges;1.22E-07;0;900;Øvrige afgrøder;3.91E-06;0;279;Permanent kløvergræs til fabrik;5.62E-07;0;502;Blomsterløg;4.30E-07;0;174;Kløvergræs til fabrik;5.97E-07;0;220;Vinterbyg, helsæd;1.07E-06;0;531;Anden træfrugt;6.38E-07;0;180;Gul sennep;1.53E-06;0;515;Ribs;3.76E-07;0;503;En- og to-årige planter;2.12E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.56E-06;0;121;Bælgplanter, frø;8.72E-06;0;668;Blomsterfrø;5.52E-07;0;667;Timianfrø;5.96E-07;0;660;Persillefrø;1.14E-06;0;511;Græskar;1.99E-07;0;36;Bælgsæd, andre typer til modenhed blanding;9.32E-06;0;512;Rabarber;7.29E-06;0;429;Jordskokker, konsum;5.00E-07;0;666;Purløgsfrø;6.50E-08;0;667;Timianfrø;4.29E-07;0;412;Pastinak;1.62E-06;0;416;Rosenkål;1.63E-05;0;279;Permanent kløvergræs til fabrik;6.76E-07;0;36;Bælgsæd, andre typer til modenhed blanding;2.52E-06;0;518;Hindbær;9.24E-08;0;211;Vårhvede, helsæd;2.04E-07;0;660;Persillefrø;1.81E-05;0;416;Rosenkål;3.68E-06;0;515;Ribs;2.11E-06;0;422;Spinat;2.80E-07;0;220;Vinterbyg, helsæd;3.70E-07;0;650;Chrysanthemum Garland, frø;6.31E-07;0
242;545;Potteplanter;2.8E-05;0.0;667;Timianfrø;2.78E-07;0;259;Permanent græs, fabrik, over 6 tons;7.39E-07;0;220;Vinterbyg, helsæd;8.92E-07;0;279;Permanent kløvergræs til fabrik;1.14E-06;0;652;Kinesisk kålfrø;3.57E-07;0;660;Persillefrø;8.58E-06;0;416;Rosenkål;1.33E-06;0;900;Øvrige afgrøder;1.22E-07;0;650;Chrysanthemum Garland, frø;3.91E-06;0;502;Blomsterløg;5.62E-07;0;279;Permanent kløvergræs til fabrik;4.30E-07;0;213;Blandkorn, vårsået, helsæd;5.97E-07;0;668;Blomsterfrø;1.07E-06;0;667;Timianfrø;6.38E-07;0;401;Asparges;1.53E-06;0.002192982;666;Purløgsfrø;3.76E-07;0;269;Græs, rullegræs;2.12E-07;0;545;Potteplanter;1.56E-06;0;220;Vinterbyg, helsæd;8.72E-06;0;660;Persillefrø;5.52E-07;0;516;Stikkelsbær;5.96E-07;0;121;Bælgplanter, frø;1.14E-06;0;421;Savoykål, spidskål;1.99E-07;0;259;Permanent græs, fabrik, over 6 tons;9.32E-06;0;273;Lucerne til fabrik;7.29E-06;0;413;Rodpersille;5.00E-07;0;174;Kløvergræs til fabrik;6.50E-08;0;531;Anden træfrugt;4.29E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);1.62E-06;0;516;Stikkelsbær;1.63E-05;0;667;Timianfrø;6.76E-07;0;220;Vinterbyg, helsæd;2.52E-06;0;533;Rønnebær;9.24E-08;0;413;Rodpersille;2.04E-07;0;667;Timianfrø;1.81E-05;0;405;Courgette, squash;3.68E-06;0;418;Rødkål;2.11E-06;0;666;Purløgsfrø;2.80E-07;0;660;Persillefrø;3.70E-07;0;115;Hvenefrø, alm. og krybende;6.31E-07;0
215;512;Rabarber;2.8E-05;0.0;273;Lucerne til fabrik;2.78E-07;0;545;Potteplanter;7.39E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;8.92E-07;0;527;Hassel;1.14E-06;0;418;Rødkål;3.57E-07;0;516;Stikkelsbær;8.58E-06;0;405;Courgette, squash;1.33E-06;0;650;Chrysanthemum Garland, frø;1.22E-07;0;115;Hvenefrø, alm. og krybende;3.91E-06;0;531;Anden træfrugt;5.62E-07;0;531;Anden træfrugt;4.30E-07;0;180;Gul sennep;5.97E-07;0;660;Persillefrø;1.07E-06;0;416;Rosenkål;6.38E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);1.53E-06;0;401;Asparges;3.76E-07;0;529;Pærer;2.12E-07;0;121;Bælgplanter, frø;1.56E-06;0;259;Permanent græs, fabrik, over 6 tons;8.72E-06;0;516;Stikkelsbær;5.52E-07;0;282;Fodermarvkål;5.96E-07;0;220;Vinterbyg, helsæd;1.14E-06;0;515;Ribs;1.99E-07;0;220;Vinterbyg, helsæd;9.32E-06;0;24;Solsikke;7.29E-06;0;410;Knoldselleri;5.00E-07;0;401;Asparges;6.50E-08;0;527;Hassel;4.29E-07;0;666;Purløgsfrø;1.62E-06;0;279;Permanent kløvergræs til fabrik;1.63E-05;0;527;Hassel;6.76E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;2.52E-06;0;274;Permanent lucernegræs over 25% græs, til fabrik;9.24E-08;0;410;Knoldselleri;2.04E-07;0;279;Permanent kløvergræs til fabrik;1.81E-05;0;527;Hassel;3.68E-06;0;213;Blandkorn, vårsået, helsæd;2.11E-06;0;317;Vådområder med udtagning;2.80E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;3.70E-07;0;900;Øvrige afgrøder;6.31E-07;0
222;519;Blåbær;2.8E-05;0.0;282;Fodermarvkål;2.78E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;7.39E-07;0;516;Stikkelsbær;8.92E-07;0;531;Anden træfrugt;1.14E-06;0;401;Asparges;3.57E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;8.58E-06;0;502;Blomsterløg;1.33E-06;0;115;Hvenefrø, alm. og krybende;1.22E-07;0;222;Vinterrug, helsæd;3.91E-06;0;527;Hassel;5.62E-07;0;527;Hassel;4.30E-07;0;262;Lucernegræs, over 50% lucerne (omdrift);5.97E-07;0;516;Stikkelsbær;1.07E-06;0;405;Courgette, squash;6.38E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;1.53E-06;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;3.76E-07;0;107;Engsvingelfrø;2.12E-07;0;259;Permanent græs, fabrik, over 6 tons;1.56E-06;0;660;Persillefrø;8.72E-06;0;279;Permanent kløvergræs til fabrik;5.52E-07;0;416;Rosenkål;5.96E-07;0;545;Potteplanter;1.14E-06;0;173;Kløver til slæt;1.99E-07;0;660;Persillefrø;9.32E-06;0;660;Persillefrø;7.29E-06;0;211;Vårhvede, helsæd;5.00E-07;0;317;Vådområder med udtagning;6.50E-08;0;416;Rosenkål;4.29E-07;0;422;Spinat;1.62E-06;0;24;Solsikke;1.63E-05;0;416;Rosenkål;6.76E-07;0;516;Stikkelsbær;2.52E-06;0;661;Kørvelfrø;9.24E-08;0;222;Vinterrug, helsæd;2.04E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;1.81E-05;0;430;Bladpersille;3.68E-06;0;666;Purløgsfrø;2.11E-06;0;900;Øvrige afgrøder;2.80E-07;0;279;Permanent kløvergræs til fabrik;3.70E-07;0;117;Rajgræs, efterårsudl. hybrid;6.31E-07;0
265;655;Radisefrø (inklusiv olieræddikefrø);2.8E-05;0.0;531;Anden træfrugt;2.78E-07;0;516;Stikkelsbær;7.39E-07;0;527;Hassel;8.92E-07;0;430;Bladpersille;1.14E-06;0;213;Blandkorn, vårsået, helsæd;3.57E-07;0;279;Permanent kløvergræs til fabrik;8.58E-06;0;531;Anden træfrugt;1.33E-06;0;222;Vinterrug, helsæd;1.22E-07;0;211;Vårhvede, helsæd;3.91E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;5.62E-07;0;518;Hindbær;4.30E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;5.97E-07;0;667;Timianfrø;1.07E-06;0;430;Bladpersille;6.38E-07;0;412;Pastinak;1.53E-06;0;180;Gul sennep;3.76E-07;0;42;Hamp;2.12E-07;0;220;Vinterbyg, helsæd;1.56E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;8.72E-06;0;667;Timianfrø;5.52E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;5.96E-07;0;259;Permanent græs, fabrik, over 6 tons;1.14E-06;0;418;Rødkål;1.99E-07;0;516;Stikkelsbær;9.32E-06;0;668;Blomsterfrø;7.29E-06;0;222;Vinterrug, helsæd;5.00E-07;0;650;Chrysanthemum Garland, frø;6.50E-08;0;405;Courgette, squash;4.29E-07;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;1.62E-06;0;527;Hassel;1.63E-05;0;405;Courgette, squash;6.76E-07;0;279;Permanent kløvergræs til fabrik;2.52E-06;0;282;Fodermarvkål;9.24E-08;0;126;Blanding af markfrø til udsæd;2.04E-07;0;405;Courgette, squash;1.81E-05;0;518;Hindbær;3.68E-06;0;253;Miljøgræs MVJ-tilsagn (80 N), omdrift;2.11E-06;0;401;Asparges;2.80E-07;0;516;Stikkelsbær;3.70E-07;0;429;Jordskokker, konsum;6.31E-07;0
