"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"6";6;"Vårhvede, brødhvede";241.625;512;"Rabarber";0.875;421;"Savoykål, spidskål";1.25;263;"Græs uden kløvergræs (omdrift)";8.625;255;"Permanent græs, under 50% kløver/lucerne";15;215;"Ærtehelsæd";5.75;412;"Pastinak";69;417;"Rødbede";14.375;666;"Purløgsfrø";4.625;423;"Sukkermajs";55.875;421;"Savoykål, spidskål";6;450;"Grøntsager, blandinger";1.375;404;"Broccoli";9.25;450;"Grøntsager, blandinger";15.375;415;"Porre";6.5;434;"Grøntsager, andre (friland)";15.5;422;"Spinat";16.375;433;"Krydderurt";3.375;252;"Permanent græs, normalt udbytte";12.625;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";59.75;411;"Løg";3.125;181;"Anden oliefrøart";0.25;410;"Knoldselleri";13.5;424;"Ærter, konsum";0.25;403;"Blomkål";8.25;513;"Jordbær";2.125;124;"Spinatfrø";0.125;NA;NA;NA;528;"Æbler";0.25;261;"Kløvergræs, over 50% kløver (omdrift)";0.125;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.25;343;"MFO-bestøverbrak";0.125;532;"Anden buskfrugt";0.25;NA;NA;NA;NA;NA;NA;7;"Korn + bælgsæd under 50% bælgsæd";4;531;"Anden træfrugt";0.25;411;"Løg";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"40";150;"Kartofler, lægge- (egen opformering)";202.75;415;"Porre";0.625;512;"Rabarber";1;104;"Rajgræsfrø, ital. 1. år efterårsudlagt";7.625;450;"Grøntsager, blandinger";14.5;5;"Majs til modenhed";5.5;150;"Kartofler, lægge- (egen opformering)";63.875;153;"Kartofler, andre";11.875;153;"Kartofler, andre";4.125;153;"Kartofler, andre";49.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";4.875;30;"Ærter";1.125;410;"Knoldselleri";9.125;404;"Broccoli";15.125;153;"Kartofler, andre";6.375;149;"Kartofler, lægge- (certificerede)";14.875;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";16.125;14;"Vinterrug";3.25;417;"Rødbede";11.625;151;"Kartofler, stivelses-";58;513;"Jordbær";3.125;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;408;"Hvidkål";13.25;431;"Purløg";0.25;408;"Hvidkål";8.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2;401;"Asparges";0.125;NA;NA;NA;4;"Blanding af vårsåede arter";0.125;500;"Buske og træer Planteskoleplanter";0.125;539;"Blandet frugt";0.25;400;"Asieagurker";0.125;583;"Juletræer og pyntegrønt på landbrugsjord";0.25;NA;NA;NA;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";3.875;532;"Anden buskfrugt";0.25;14;"Vinterrug";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"113";424;"Ærter, konsum";200.75;422;"Spinat";0.625;514;"Solbær";1;497;"Planteskolekulturer, vedplanter, til videresalg";6.5;108;"Rødsvingelfrø";13.875;101;"Rajgræsfrø, alm.";5;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";60;120;"Kløverfrø";10.625;160;"Sukkerroer til fabrik";4.125;150;"Kartofler, lægge- (egen opformering)";43.5;412;"Pastinak";4.875;432;"Krydderurter (undtagen persille og purløg)";1.125;7;"Korn + bælgsæd under 50% bælgsæd";7.875;230;"Blanding af vårkorn, grønkorn";11.125;400;"Asieagurker";5.875;418;"Rødkål";14.25;2;"Vårhvede";15.5;429;"Jordskokker, konsum";2.125;3;"Vårhavre";10.5;404;"Broccoli";47.25;101;"Rajgræsfrø, alm.";2.875;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;450;"Grøntsager, blandinger";12.125;434;"Grøntsager, andre (friland)";0.25;668;"Blomsterfrø";7.75;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.875;517;"Brombær";0.125;NA;NA;NA;14;"Vinterrug";0.125;NA;NA;NA;2;"Vårhvede";0.125;450;"Grøntsager, blandinger";0.125;401;"Asparges";0.125;NA;NA;NA;NA;NA;NA;547;"Planteskolekulturer, stauder";3.875;2;"Vårhvede";0.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"101";410;"Knoldselleri";186;524;"Sødkirsebær uden undervækst af græs";0.625;256;"Permanent kløvergræs, over 50% kløver/lucerne";0.75;660;"Persillefrø";6.5;30;"Ærter";12.75;417;"Rødbede";4.875;7;"Korn + bælgsæd under 50% bælgsæd";53.875;410;"Knoldselleri";9.375;652;"Kinesisk kålfrø";3.875;406;"Grønkål";42.75;210;"Vårbyg, helsæd";4.75;408;"Hvidkål";0.75;417;"Rødbede";7.75;7;"Korn + bælgsæd under 50% bælgsæd";10.75;497;"Planteskolekulturer, vedplanter, til videresalg";5;410;"Knoldselleri";11;150;"Kartofler, lægge- (egen opformering)";15.5;171;"Lucerne, slæt";1.875;310;"Brak, sommerslåning";9.125;407;"Gulerod";47.125;415;"Porre";2.875;410;"Knoldselleri";0.125;418;"Rødkål";11.875;14;"Vinterrug";0.125;101;"Rajgræsfrø, alm.";7.625;150;"Kartofler, lægge- (egen opformering)";1.75;518;"Hindbær";0.125;NA;NA;NA;15;"Vinterhybridrug";0.125;NA;NA;NA;5;"Majs til modenhed";0.125;511;"Græskar";0.125;424;"Ærter, konsum";0.125;NA;NA;NA;NA;NA;NA;251;"Permanent græs, lavt udbytte";3.625;17;"Blanding af efterårssåede arter";0.125;544;"Snitblomster og snitgrønt";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"38";124;"Spinatfrø";182.875;424;"Ærter, konsum";0.5;210;"Vårbyg, helsæd";0.625;422;"Spinat";5;413;"Rodpersille";10.375;412;"Pastinak";4.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";53.75;2;"Vårhvede";9;7;"Korn + bælgsæd under 50% bælgsæd";3.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";42.375;418;"Rødkål";4.75;7;"Korn + bælgsæd under 50% bælgsæd";0.5;101;"Rajgræsfrø, alm.";7.125;406;"Grønkål";9.5;173;"Kløver til slæt";4.875;281;"Kålroer";9.875;418;"Rødkål";12.75;407;"Gulerod";1.875;406;"Grønkål";8.5;112;"Engrapgræsfrø (marktype)";44.625;4;"Blanding af vårsåede arter";2.375;NA;NA;NA;10;"Vinterbyg";9.625;17;"Blanding af efterårssåede arter";0.125;405;"Courgette, squash";7.625;252;"Permanent græs, normalt udbytte";1.75;529;"Pærer";0.125;NA;NA;NA;30;"Ærter";0.125;NA;NA;NA;21;"Vårraps";0.125;NA;NA;NA;434;"Grøntsager, andre (friland)";0.125;NA;NA;NA;NA;NA;NA;423;"Sukkermajs";3.5;101;"Rajgræsfrø, alm.";0.125;10;"Vinterbyg";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"54";210;"Vårbyg, helsæd";155.875;650;"Chrysanthemum Garland, frø";0.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.625;434;"Grøntsager, andre (friland)";5;422;"Spinat";9.375;270;"Græs til udegrise, omdrift";3.75;280;"Fodersukkerroer";47.875;210;"Vårbyg, helsæd";7.5;4;"Blanding af vårsåede arter";3.25;173;"Kløver til slæt";38.375;150;"Kartofler, lægge- (egen opformering)";3.125;513;"Jordbær";0.5;513;"Jordbær";6.625;5;"Majs til modenhed";8.5;22;"Vinterraps";4.5;252;"Permanent græs, normalt udbytte";8.625;151;"Kartofler, stivelses-";8.75;173;"Kløver til slæt";1.625;420;"Salat (friland)";7.25;520;"Surkirsebær uden undervækst af græs";41.75;162;"Blanding, andre industriafgr.";2.375;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";9.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;407;"Gulerod";7.625;450;"Grøntsager, blandinger";1.375;583;"Juletræer og pyntegrønt på landbrugsjord";0.125;NA;NA;NA;215;"Ærtehelsæd";0.125;NA;NA;NA;106;"Hundegræsfrø";0.125;NA;NA;NA;514;"Solbær";0.125;NA;NA;NA;NA;NA;NA;524;"Sødkirsebær uden undervækst af græs";3.5;120;"Kløverfrø";0.125;31;"Hestebønner";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"41";151;"Kartofler, stivelses-";155.125;13;"Vinterhvede, brødhvede";0.25;583;"Juletræer og pyntegrønt på landbrugsjord";0.625;410;"Knoldselleri";4.75;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";7.75;434;"Grøntsager, andre (friland)";3.625;263;"Græs uden kløvergræs (omdrift)";39.875;263;"Græs uden kløvergræs (omdrift)";6.375;406;"Grønkål";3.125;16;"Vintertriticale";36.875;310;"Brak, sommerslåning";2;401;"Asparges";0.375;17;"Blanding af efterårssåede arter";5.5;151;"Kartofler, stivelses-";8;422;"Spinat";3.5;7;"Korn + bælgsæd under 50% bælgsæd";8.5;511;"Græskar";8.75;418;"Rødkål";1.375;410;"Knoldselleri";6.875;261;"Kløvergræs, over 50% kløver (omdrift)";38.75;252;"Permanent græs, normalt udbytte";2.375;NA;NA;NA;514;"Solbær";9.25;405;"Courgette, squash";0.125;124;"Spinatfrø";7.125;530;"Vindrue";1.375;NA;NA;NA;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;NA;NA;NA;113;"Engrapsgræsfrø (plænetype)";0.125;NA;NA;NA;518;"Hindbær";0.125;NA;NA;NA;NA;NA;NA;14;"Vinterrug";3.25;124;"Spinatfrø";0.125;108;"Rødsvingelfrø";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"60";230;"Blanding af vårkorn, grønkorn";149.25;251;"Permanent græs, lavt udbytte";0.25;22;"Vinterraps";0.5;450;"Grøntsager, blandinger";4.25;410;"Knoldselleri";6.5;22;"Vinterraps";3.5;149;"Kartofler, lægge- (certificerede)";39.375;423;"Sukkermajs";5.375;423;"Sukkermajs";3;21;"Vårraps";33.5;410;"Knoldselleri";2;22;"Vinterraps";0.25;310;"Brak, sommerslåning";5.5;308;"MFO-brak, sommerslåning";7.25;13;"Vinterhvede, brødhvede";3.375;210;"Vårbyg, helsæd";8.375;149;"Kartofler, lægge- (certificerede)";8.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1.25;407;"Gulerod";6.75;252;"Permanent græs, normalt udbytte";37.25;413;"Rodpersille";2.375;NA;NA;NA;406;"Grønkål";9.125;423;"Sukkermajs";0.125;173;"Kløver til slæt";6.75;13;"Vinterhvede, brødhvede";1.25;NA;NA;NA;NA;NA;NA;265;"Græs/kløvergræs slæt før vårsåede afgrøder";0.125;NA;NA;NA;257;"Permanent græs, uden kløver";0.125;NA;NA;NA;527;"Hassel";0.125;NA;NA;NA;NA;NA;NA;424;"Ærter, konsum";3.125;160;"Sukkerroer til fabrik";0.125;152;"Kartofler, spise-";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"81";280;"Fodersukkerroer";141.25;434;"Grøntsager, andre (friland)";0.25;524;"Sødkirsebær uden undervækst af græs";0.5;400;"Asieagurker";4.125;412;"Pastinak";5.25;31;"Hestebønner";3.375;709;"Grønkorn af vinterrug";34.75;404;"Broccoli";5;450;"Grøntsager, blandinger";2.75;410;"Knoldselleri";33.375;405;"Courgette, squash";1.75;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;423;"Sukkermajs";4.25;424;"Ærter, konsum";7.125;120;"Kløverfrø";3.25;16;"Vintertriticale";8.25;5;"Majs til modenhed";7.25;308;"MFO-brak, sommerslåning";1.25;308;"MFO-brak, sommerslåning";6.625;16;"Vintertriticale";35;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";2.25;NA;NA;NA;215;"Ærtehelsæd";8.25;651;"Dildfrø";0.125;410;"Knoldselleri";6.75;518;"Hindbær";1.25;NA;NA;NA;NA;NA;NA;308;"MFO-brak, sommerslåning";0.125;NA;NA;NA;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.125;NA;NA;NA;534;"Hyben";0.125;NA;NA;NA;NA;NA;NA;497;"Planteskolekulturer, vedplanter, til videresalg";3.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;434;"Grøntsager, andre (friland)";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"27";56;"Vårtriticale";120.125;528;"Æbler";0.25;530;"Vindrue";0.5;412;"Pastinak";3.625;405;"Courgette, squash";4.75;404;"Broccoli";3.375;408;"Hvidkål";29.875;31;"Hestebønner";4.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";2.625;415;"Porre";32;416;"Rosenkål";1.5;255;"Permanent græs, under 50% kløver/lucerne";0.125;413;"Rodpersille";4;513;"Jordbær";6.875;31;"Hestebønner";3;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";7.375;497;"Planteskolekulturer, vedplanter, til videresalg";7;310;"Brak, sommerslåning";1.25;401;"Asparges";6.25;150;"Kartofler, lægge- (egen opformering)";35;2;"Vårhvede";2.125;NA;NA;NA;652;"Kinesisk kålfrø";8.25;NA;NA;NA;310;"Brak, sommerslåning";6.625;534;"Hyben";1.25;NA;NA;NA;NA;NA;NA;415;"Porre";0.125;NA;NA;NA;500;"Buske og træer Planteskoleplanter";0.125;NA;NA;NA;536;"Spisedruer";0.125;NA;NA;NA;NA;NA;NA;4;"Blanding af vårsåede arter";2.75;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.125;450;"Grøntsager, blandinger";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"30";102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";118.875;540;"Tomater";0.25;150;"Kartofler, lægge- (egen opformering)";0.375;3;"Vårhavre";3.375;406;"Grønkål";4.625;14;"Vinterrug";3.125;403;"Blomkål";29.625;32;"Sødlupin";4.25;434;"Grøntsager, andre (friland)";2.375;215;"Ærtehelsæd";30.75;420;"Salat (friland)";1.375;404;"Broccoli";0.125;422;"Spinat";3.625;153;"Kartofler, andre";6.75;101;"Rajgræsfrø, alm.";3;263;"Græs uden kløvergræs (omdrift)";7.25;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";6.875;411;"Løg";1.125;5;"Majs til modenhed";4.75;408;"Hvidkål";34.25;263;"Græs uden kløvergræs (omdrift)";1.875;NA;NA;NA;22;"Vinterraps";6.875;NA;NA;NA;263;"Græs uden kløvergræs (omdrift)";6.375;124;"Spinatfrø";1;NA;NA;NA;NA;NA;NA;417;"Rødbede";0.125;NA;NA;NA;518;"Hindbær";0.125;NA;NA;NA;544;"Snitblomster og snitgrønt";0.125;NA;NA;NA;NA;NA;NA;56;"Vårtriticale";2.75;308;"MFO-brak, sommerslåning";0.125;513;"Jordbær";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"84";308;"MFO-brak, sommerslåning";118.625;22;"Vinterraps";0.125;180;"Gul sennep";0.375;108;"Rødsvingelfrø";3.125;402;"Bladselleri";3.875;544;"Snitblomster og snitgrønt";3.125;450;"Grøntsager, blandinger";26;101;"Rajgræsfrø, alm.";4.25;415;"Porre";2.25;513;"Jordbær";30.25;663;"Pastinakfrø";1.25;NA;NA;NA;432;"Krydderurter (undtagen persille og purløg)";3.625;420;"Salat (friland)";6.75;450;"Grøntsager, blandinger";2.875;22;"Vinterraps";6;173;"Kløver til slæt";5.875;31;"Hestebønner";0.625;432;"Krydderurter (undtagen persille og purløg)";4.375;180;"Gul sennep";32.75;400;"Asieagurker";1.875;NA;NA;NA;407;"Gulerod";6;NA;NA;NA;160;"Sukkerroer til fabrik";6.25;251;"Permanent græs, lavt udbytte";1;NA;NA;NA;NA;NA;NA;529;"Pærer";0.125;NA;NA;NA;532;"Anden buskfrugt";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;526;"Hyld";2.75;325;"MFO-Blomsterbrak";0.125;592;"Pil";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"37";120;"Kløverfrø";113.375;280;"Fodersukkerroer";0.125;230;"Blanding af vårkorn, grønkorn";0.25;310;"Brak, sommerslåning";2.875;152;"Kartofler, spise-";3.75;405;"Courgette, squash";2.875;42;"Hamp";25.75;656;"Bladbedefrø, rødbedefrø";4;424;"Ærter, konsum";2.125;450;"Grøntsager, blandinger";29.5;434;"Grøntsager, andre (friland)";1.125;NA;NA;NA;308;"MFO-brak, sommerslåning";3.25;101;"Rajgræsfrø, alm.";5;7;"Korn + bælgsæd under 50% bælgsæd";2.75;413;"Rodpersille";5.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";4.75;404;"Broccoli";0.625;30;"Ærter";4;149;"Kartofler, lægge- (certificerede)";31.25;308;"MFO-brak, sommerslåning";1.375;NA;NA;NA;6;"Vårhvede, brødhvede";5.75;NA;NA;NA;252;"Permanent græs, normalt udbytte";6.25;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;583;"Juletræer og pyntegrønt på landbrugsjord";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";2.5;400;"Asieagurker";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"99";408;"Hvidkål";103.625;420;"Salat (friland)";0.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";2.125;434;"Grøntsager, andre (friland)";2.25;160;"Sukkerroer til fabrik";2.625;701;"Grønkorn af vårbyg";24.75;500;"Buske og træer Planteskoleplanter";3.875;261;"Kløvergræs, over 50% kløver (omdrift)";2;409;"Kinakål";28.5;7;"Korn + bælgsæd under 50% bælgsæd";0.875;NA;NA;NA;412;"Pastinak";3.125;429;"Jordskokker, konsum";4.625;30;"Ærter";2.25;216;"Silomajs";5.125;434;"Grøntsager, andre (friland)";3.875;5;"Majs til modenhed";0.25;221;"Vinterhvede, helsæd";4;30;"Ærter";27.875;287;"Græs til udegrise, permanent";1.25;NA;NA;NA;310;"Brak, sommerslåning";5.5;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";6.125;528;"Æbler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";2.25;515;"Ribs";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"112";423;"Sukkermajs";96.75;701;"Grønkorn af vårbyg";0.125;403;"Blomkål";0.25;308;"MFO-brak, sommerslåning";2;424;"Ærter, konsum";2;173;"Kløver til slæt";2.5;704;"Grønkorn af vårrug";24.75;431;"Purløg";3.5;420;"Salat (friland)";2;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";27.625;411;"Løg";0.625;NA;NA;NA;429;"Jordskokker, konsum";2.875;416;"Rosenkål";4.5;408;"Hvidkål";2;173;"Kløver til slæt";4.75;280;"Fodersukkerroer";3.75;216;"Silomajs";0.25;434;"Grøntsager, andre (friland)";3.75;56;"Vårtriticale";24.25;310;"Brak, sommerslåning";1.125;NA;NA;NA;422;"Spinat";4.5;NA;NA;NA;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";6;5;"Majs til modenhed";0.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;514;"Solbær";2.125;536;"Spisedruer";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"104";413;"Rodpersille";96.375;NA;NA;NA;410;"Knoldselleri";0.25;408;"Hvidkål";2;22;"Vinterraps";1.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";2.5;308;"MFO-brak, sommerslåning";24.625;434;"Grøntsager, andre (friland)";3.375;162;"Blanding, andre industriafgr.";1.5;111;"Svingelfrø, strand-";27.5;511;"Græskar";0.375;NA;NA;NA;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";2.75;434;"Grøntsager, andre (friland)";4.5;547;"Planteskolekulturer, stauder";2;417;"Rødbede";3.875;31;"Hestebønner";3.5;257;"Permanent græs, uden kløver";0.25;514;"Solbær";3.75;511;"Græskar";23.875;422;"Spinat";1;NA;NA;NA;216;"Silomajs";4.25;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";5.25;15;"Vinterhybridrug";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;182;"Blanding af oliearter";2;583;"Juletræer og pyntegrønt på landbrugsjord";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"103";412;"Pastinak";91.375;NA;NA;NA;528;"Æbler";0.25;30;"Ærter";1.5;513;"Jordbær";1.375;280;"Fodersukkerroer";2.375;160;"Sukkerroer til fabrik";23.125;171;"Lucerne, slæt";3;402;"Bladselleri";1.375;160;"Sukkerroer til fabrik";27.125;22;"Vinterraps";0.25;NA;NA;NA;418;"Rødkål";1.875;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";4.25;124;"Spinatfrø";1.625;423;"Sukkermajs";2.75;412;"Pastinak";3.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.25;528;"Æbler";3.125;308;"MFO-brak, sommerslåning";23;593;"Poppel (0-100 andre træer pr. ha)";1;NA;NA;NA;252;"Permanent græs, normalt udbytte";3.375;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";5.25;424;"Ærter, konsum";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"66";252;"Permanent græs, normalt udbytte";82.625;NA;NA;NA;666;"Purløgsfrø";0.25;511;"Græskar";1.25;423;"Sukkermajs";1.25;432;"Krydderurter (undtagen persille og purløg)";2.375;6;"Vårhvede, brødhvede";22.375;160;"Sukkerroer til fabrik";2.875;405;"Courgette, squash";1.25;400;"Asieagurker";26.875;513;"Jordbær";0.25;NA;NA;NA;252;"Permanent græs, normalt udbytte";1.75;579;"Tagetes, sygdomssanerende plante";4.125;429;"Jordskokker, konsum";1.375;230;"Blanding af vårkorn, grønkorn";1.875;402;"Bladselleri";2.375;124;"Spinatfrø";0.125;251;"Permanent græs, lavt udbytte";2.5;655;"Radisefrø (inklusiv olieræddikefrø)";19.375;283;"Fodergulerødder";0.875;NA;NA;NA;518;"Hindbær";3.25;NA;NA;NA;215;"Ærtehelsæd";5.125;31;"Hestebønner";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Vårhvede";1.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"57";215;"Ærtehelsæd";79.5;NA;NA;NA;2;"Vårhvede";0.125;252;"Permanent græs, normalt udbytte";1.125;281;"Kålroer";0.625;666;"Purløgsfrø";2.375;110;"Svingelfrø, stivbladet";22.125;413;"Rodpersille";2.875;403;"Blomkål";1.125;402;"Bladselleri";23.375;252;"Permanent græs, normalt udbytte";0.125;NA;NA;NA;416;"Rosenkål";1.5;423;"Sukkermajs";3.5;252;"Permanent græs, normalt udbytte";1.25;171;"Lucerne, slæt";1.75;430;"Bladpersille";2.25;250;"Permanent græs, meget lavt udbytte";0.125;263;"Græs uden kløvergræs (omdrift)";2.5;7;"Korn + bælgsæd under 50% bælgsæd";18.875;424;"Ærter, konsum";0.75;NA;NA;NA;704;"Grønkorn af vårrug";3.125;NA;NA;NA;501;"Stauder";4.875;113;"Engrapsgræsfrø (plænetype)";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";1.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
